name,type,provider,rentalObjectTypes,position.lat,position.lng,rentalObjectCount.bike,rentalObjectCount.cargopedelec
S Heimfeld / Alter Postweg,area,stadtrad-hamburg,['bike'],53.465276,9.963537,2,0
S Neugraben / Am Neugrabener Bahnhof,area,stadtrad-hamburg,['bike'],53.47379,9.85369,4,0
Fischbeker Heidbrook / Quartiersmitte,area,stadtrad-hamburg,['bike'],53.46503,9.81492,8,0
Wentorfer Straße / Bezirksamt Bergedorf,area,stadtrad-hamburg,['bike'],53.487427,10.22,0,0
Dachtmisser Straße/ Rathaus Reppenstedt,area,stadtrad-lueneburg,['bike'],53.24816,10.35334,2,0
Glindersweg / Bethesda-Krankenhaus,area,stadtrad-hamburg,['bike'],53.48653,10.23466,0,0
(offline) Fähranleger Finkenwerder,area,stadtrad-hamburg,['bike'],53.53601,9.87821,0,0
Fähranleger Finkenwerder/ Butendeichsweg,area,stadtrad-hamburg,['bike'],53.5362,9.87775,11,0
Fähre Rüschpark / Hein-Saß-Weg,area,stadtrad-hamburg,['bike'],53.53956,9.86297,2,0
Elbchaussee/Teufelsbrück,area,stadtrad-hamburg,['bike'],53.547425,9.862013,5,0
S Klein Flottbek / Ohnhorststraße,area,stadtrad-hamburg,['bike'],53.558587,9.86216,5,0
Paul-Ehrlich-Straße / Asklepios-Klinik Altona,area,stadtrad-hamburg,['bike'],53.554433,9.900752,11,0
S Othmarschen / Beselerplatz,area,stadtrad-hamburg,['bike'],53.560395,9.887159,3,0
S Bahrenfeld / Friedensallee,area,stadtrad-hamburg,['bike'],53.56026,9.908946,0,0
Osdorfer Landstraße / Elbe-Einkaufszentrum,area,stadtrad-hamburg,['bike'],53.571629,9.862423,4,0
Bahrenfelder Chaussee / Von-Sauer-Straße,area,stadtrad-hamburg,['bike'],53.5659729,9.9108696,0,0
Notkestraße / DESY Hörsaal,area,stadtrad-hamburg,['bike'],53.574537,9.878527,1,0
Luruper Chauseee / Ebertallee,area,stadtrad-hamburg,['bike'],53.57347,9.89281,0,0
S Iserbrook / Heidrehmen,area,stadtrad-hamburg,['bike'],53.57581,9.81522,16,0
Notkestraße / DESY Gebäude 25b,area,stadtrad-hamburg,['bike'],53.578608,9.882799,4,0
Eidelstedt-Center / Elbgaustraße,area,stadtrad-hamburg,['bike'],53.60655,9.9039,3,0
AKN+S Eidelstedt / Reichsbahnstrtaße,area,stadtrad-hamburg,['bike'],53.59666,9.90608,2,0
AKN Eidelstedt Zentrum / Johann-Schmidt-Straße,area,stadtrad-hamburg,['bike'],53.6095,9.90051,3,0
S Elbgaustraße / Weidplan,area,stadtrad-hamburg,['bike'],53.60287,9.89346,4,0
Volksparkstadion / Sylvesterallee,area,stadtrad-hamburg,['bike'],53.58746,9.90389,0,0
